PG.ProteinGroups,PG.Genes,EV_NT rep_#1,EV_NT rep_#2,EV_NT rep_#3,EV_DMOG_rep_#1,EV_DMOG_rep_#2,EV_DMOG_rep_#3,WTJ6_NT_rep_#1,WTJ6_NT_rep_#2,WTJ6_NT_rep_#3,WTJ6_DMOG_rep_#1,WTJ6_DMOG_rep_#2,WTJ6_DMOG_rep_#3,EDJ6_NT_rep_#1,EDJ6_NT_rep_#2,EDJ6_NT_rep_#3,EDJ6_DMOG_rep_#1,EDJ6_DMOG_rep_#2,EDJ6_DMOG_rep_#3
A0A075B6S2;A0A0A0MRZ7;A2NJV5,IGKV2D-29;IGKV2D-26;IGKV2-29,1180490.25,693368.8125,1229717.75,642243.25,583129.375,1067749.25,1032440.875,676277.875,1031558.25,731036.125,628441.5625,466255.2188,911129.8125,746547.4375,938494.125,1390828,842386.25,768932.9375
A2A5Y0,TREMBL:A2A5Y0,2643.740234,1374.711426,4083.621582,2643.482178,330157.0625,3484.952148,5814.516602,2449.116211,1242.021729,1614.436035,1807.863281,347.510498,2721.554199,2851.426514,5919.464844,3707.233398,3030.157471,1296.947144
A8MWD9;P62308,SNRPGP15;SNRPG,73755.35938,17881.16992,65322.53906,26250.99023,1820.320801,47698.17188,28868.61914,19051.83984,12803.03711,11821.64648,14465.59961,2340.745117,5196.951172,4057.321289,8091.12207,12494.89355,49431.73828,8722.176758
E9PAV3;Q13765,NACA,3929.730957,22561.84961,4434.964844,8696.162109,4754.764648,7268.072266,3896.763184,8919.686523,6245.608398,5656.11084,6580.702637,7827.871094,2176.348877,18636.24609,3291.805176,6447.382324,1530.233643,16310.69531
ENSEMBL:ENSBTAP00000024146,(Bos,60480,17920.38086,26388.98633,27145.63281,24154.60547,50241.63672,2465.849121,1463.557983,8787.017578,10566.61523,18637.72656,8809.542969,1562.24646,14220.72168,17945.11328,1231.351685,31040.03711,20938.79297
ENSEMBL:ENSBTAP00000038253,(Bos,2775.663574,72168.09375,50913.24609,43098.26172,41888.14453,1318.353516,236891.9219,49322.25781,28602.83984,1904.141113,28364.0957,3681.600342,1643.745605,41337.98438,3811.630127,16191.15625,2258.637207,2270.102539
O00148;Q13838,DDX39A;DDX39B,2995.240723,41110.40625,62392.13672,58113.17578,37089.90234,70884.45313,59716.69922,30826.97656,30912.80859,44830.81641,56613.67188,17367.875,30176.93164,25563.07813,39323.125,57540.81641,69567.85938,32756.09766
O00159,MYO1C,4593.572266,5203.367188,5274.922363,6460.499023,3577.641846,7580.970215,2956.892822,1145.005371,1649.5448,1175.035278,1143.858154,606.4547119,2053.524414,1907.976074,3470.29834,1646.810547,1587.833862,2026.737061
O00203,AP3B1,3802.236328,1553.250366,1967.754639,1454.6604,920.8459473,913.6618652,4726.950195,8361.019531,12308.55859,59924.49219,57873.52344,41702.32813,7286.813965,9202.386719,6700.291504,21210.91797,19259.82031,9539.246094
O00231,PSMD11,2481.923584,14685.33984,12200.13184,13034.18652,11793.78809,12020.45215,4620.562012,7957.303711,17218.26758,8859.334961,12437.7002,8114.351563,13469.65332,1787.215454,5498.932617,1726.922241,2480.819824,2036.692139
O00268,TAF4,61234.76563,13875.11426,36784.8125,5658.047852,11508.29492,17645.55859,16207.125,21748.16797,12709.88281,3534.256836,3799.631836,2161.83374,5978.823242,4759.353027,6408.050781,1695.67627,1568.766602,2126.271973
O00303,EIF3F,5950.919922,5387.313965,4048.939209,1701.350708,7831.408203,10989.31641,2869.313965,5184.40332,11953.58594,1926.468628,3563.676514,5946.735352,2071.256348,4845.275879,4219.401367,1582.483154,1663.943604,1899.251465
O00571,DDX3X,17154.53516,19901.77344,29504.10938,31371.32227,18981.90234,52269.08594,14827.0127,18376.71094,27908.50781,29011.98438,21666.32422,22032.40625,11927.49805,23719.51172,18097.95313,23661.20703,33174.17969,35956.95313
O00743,PPP6C,3925.169434,9975.366211,2411.42627,1825.249756,6409.612793,10171.89551,2903.504883,1229.977051,1766.035645,1541.455933,5044.927734,1020.418701,2229.71875,1810.939209,5560.12793,1555.402588,1728.537354,2107.568359
O14579,COPE,5440.484375,1907.77356,2898.300781,1316.908081,6416.274414,3389.316895,4410.040039,5581.34668,2624.182861,3498.713867,8244.155273,3133.030029,5417.792969,6993.753906,5239.019043,1385.405029,3323.2229,1651.224487
O14617,AP3D1,3109.567383,1866.978271,2221.398926,1511.107178,1010.442261,697.8873291,3712.824951,1646.268188,4661.802734,21937.93359,29153.19727,19435.20117,2888.9729,2255.504883,5513.413086,2081.261719,2222.520996,2876.844971
O14744,PRMT5,422946.375,499387.0625,340275.0938,360615.8125,426156.4375,394662.7813,363163.3438,351898.6875,274303.3438,281722.1563,258253.625,294916.4375,380748.2188,387416.7188,376168.9375,440663.9063,477708.0625,349647.25
O14818,PSMA7,3728.37207,54245.83203,2335.849365,3090.981689,14667.4834,601.8128052,3750.06543,17170.03711,1928.814209,9182.844727,18667.55859,442.8490906,2630.02124,42930.97656,5089.91748,1262.935547,31124.41992,1648.532349
O14950;P19105,MYL12B;MYL12A,71336.71094,26180.50781,38269.5,26948.78516,23646.06641,9530.004883,30110.31055,60260.37891,55338.60156,47271.49219,41738.98828,37858.48828,44602.37891,75157.5625,30306.41992,27630.20703,56601.54688,38132.94531
O14965,AURKA,3111.993408,1930.029785,1462.453125,831.7108154,1105.464844,303.1998291,3205.60083,1161.622437,1751.063965,1542.911621,1069.898438,356.8737793,2232.187012,1851.861816,4251.702637,1896.394043,1797.101563,1773.898071
O14979,HNRNPDL,48843.67188,32415.69141,54131.47656,53096.55859,23526.72461,11957.41504,43393.32813,33872.28125,46534.95313,40099.20703,33018.3125,30402.36523,47207.57031,45947.62891,36482.33594,54496.51563,24828.35742,50334.85938
O15013,ARHGEF10,4191.016113,3159.156738,2246.881104,5692.884277,15020.68848,7230.57373,3872.400146,7458.151855,3543.945068,6337.145508,10166.32031,6095.424805,3312.846436,3559.674561,4270.601074,6692.759766,16170.36426,5496.111816
O15294,OGT,2397.949463,1454.9729,1931.137695,2366.468018,4763.224121,2417.65625,2591.248291,2303.747803,1429.307373,2790.162109,2809.406006,1536.859985,1591.720825,2264.904053,7288.208008,2347.001709,2715.508301,1836.220581
O15397,IPO8,3790.80835,1973.182373,3192.431641,1379.299316,2006.476929,1405.751709,4069.765625,3911.356445,1825.908569,1404.373535,1724.249756,916.375,3590.186279,3803.017334,4029.554688,2015.350952,3417.186768,1509.264771
O43143,DHX15,31778.24219,30704.98047,49771.35547,39887.61328,30276.27148,57149.54688,41860.62109,33088.82031,43174.04297,46239.11719,36361.44141,41010.96875,45676.83594,55030.38672,56031.25781,51103.21484,40200.91406,64783.24219
O43175,PHGDH,31412.01172,27759.94336,18252.94727,31581.32031,6175.336426,15495.48145,15454.2168,1631.129028,11917.23535,4080.388428,40095.91406,23978.99414,13020.20996,15513.66504,3612.118652,36007.36719,32259.50977,40999.19922
O43242,PSMD3,4475.906738,1553.959351,2441.558105,2205.99585,6769.283691,2648.237549,3232.677002,3226.741699,3744.208984,4709.012207,759.8227539,5880.880371,2499.597168,3442.681152,8102.350098,2157.022705,1688.20874,6959.994629
O43290,SART1,4345.71582,5829.084473,13520.82422,9620.908203,7287.257813,13488.23242,3835.14209,4440.695801,4251.393555,12471.22754,5906.648438,2487.849854,2292.929932,6346.394043,3837.555664,3951.582031,6933.839355,3270.133545
O43318,MAP3K7,10236.3418,20555.30469,31453.96094,14036.6748,30691.81836,18249.16992,21170.39648,24043.91797,17666.20313,20590.40039,26272.5,16446.67969,18790.88281,22725.25,13613.73828,25099.88086,34129.42188,17950.4082
O43390,HNRNPR,4687.741699,7517.61377,9183.639648,8907.141602,7746.784668,2149.901611,4583.844238,11320.02344,16818.96484,16502.59766,7273.077637,15815.81055,3365.470215,6503.175781,10755.61133,3647.449951,7871.696777,7569.039551
O43488,AKR7A2,75713.86719,25496.85156,53960.05078,40818.4375,22259.29883,35395.00781,12068.59766,13506.28125,53038.53906,64841.85938,29727.37695,6072.206055,6078.025391,30959.06836,72540.86719,7494.86084,51916.82422,14579.69043
O43684,BUB3,3509.101318,3361.895996,11391.19922,6721.566895,8414.780273,2098.064941,6215.135742,15789.06152,21677.73047,25492.1875,31076.35352,25816.20703,6805.556152,30342.81055,27409.39648,6497.799805,1746.491211,22823
O43707,ACTN4,11161.48047,14886.44922,6613.571289,14120.01758,9385.19043,7517.627441,4235.375,3821.814697,9274.700195,15086.69043,10695.5166,9680.213867,6141.028809,4648.300293,7523.339355,15815.95898,11222.06738,12365.24707
O43719,HTATSF1,2133.444336,2904.134277,2893.370117,1569.891724,10863.55469,792.8153687,3907.775879,5932.821777,2113.27832,11337.86719,2898.01123,7628.096191,1605.006592,6477.422852,6556.89502,1427.13916,1249.609497,1628.867554
O43776,NARS,7723.197754,2546.961426,9364.120117,11984.01563,8556.013672,22989.17188,8182.133789,1719.845703,20343.80664,19808.91016,19838.03906,14684.87695,10493.50684,10461.80469,24243.24805,13197.77148,11773.99414,13499.78027
O43809,NUDT21,4318.448242,1563.914307,12014.23828,17522.64844,8790.511719,9604.460938,3217.091309,12214.69629,7939.808594,14770.71289,45539.43359,17886.55273,20999.17188,24055.08789,4569.386719,2519.446777,8946.121094,53000.05078
O43813,LANCL1,13158.89648,12162.12402,23124.98242,1953.749634,822.1833496,21607.28906,3156.057373,11387.5127,25638.76563,13598.89258,32461.97266,5719.936523,11866.81738,5260.790039,6686.047852,20500.71875,20915.51367,13581.9707
O43852,CALU,32990.64063,31338.35938,2715.291016,22698.83398,24062.5,19447.47461,15220.03809,24789.8125,9684.451172,23130.80273,37457.20703,20225.35547,18438.05078,26639.3125,20282.35547,22177.93555,21869.2793,10114.21973
O60256,PRPSAP2,18843.61719,11322.82617,24286.37891,10538.85938,8430.417969,7595.479492,4534.254883,2693.431641,7985.047852,3567.576172,4304.388672,4178.88623,2224.411377,3018.586914,7577.475586,1728.201172,2081.739014,3244.692383
O60506,SYNCRIP,24008.17383,13803.06641,12752.99805,18793.52148,12236.30762,7365.422852,10633.69238,11729.66211,11888.38867,10503.84766,9416.160156,9821.175781,8025.893066,14443.87109,6080.112793,3108.080811,7403.586914,14752.40527
O60568,PLOD3,5772.977539,1408.650879,6017.297852,27227.25,9299.964844,10568.74512,5978.907227,17141.77148,20244.2207,34043.27734,28127.77734,20956.31445,12741.02148,1763.126221,11099.7334,16745.49609,6822.250977,15495.56055
O60684,KPNA6,3632.796631,1206.15332,1591.82605,1953.564941,4795.244629,987.6674194,2727.501953,1519.897583,2170.071289,27803.7793,13395.64648,11420.59473,2085.71875,3250.469971,3171.030518,7169.098633,1797.118408,2136.297607
O60814;P57053;P58876;P62807;Q5QNW6;Q93079;Q99877;Q99879;Q99880,HIST1H2BK;H2BFS;HIST1H2BD;HIST1H2BC;HIST2H2BF;HIST1H2BH;HIST1H2BN;HIST1H2BM;HIST1H2BL,27361.74414,3935.359131,5362.944336,32667.02344,27963.31836,11056.68066,3699.617188,28384.41016,22141.41602,50239.92188,31260.04492,38461.39844,25967.00586,28903.125,32321.92969,30147.49219,11465.55176,25583.94336
O60825,PFKFB2,9218.791016,17842.66992,13769.48633,45132.17188,50071.64453,50851.74219,18020.57227,16896.97461,13960.54102,54316.50391,52996.93359,49057.29688,12024.44727,9210.648438,7105.306641,40093.60156,49567.85156,40575.33203
O60832,DKC1,3080.933105,1899.375732,2217.522949,2000.873901,1098.557251,1108.958984,3344.712402,7598.380859,4531.071777,55678.32422,65504.5,48242.32813,17315.60547,23087.97656,5996.619141,2823.676758,2066.022949,3629.416016
O60869,EDF1,2830.333252,10153.44629,4006.59375,41506.50391,22797.19336,6065.958984,3982.008789,2093.605469,19436.22461,35009.14453,9270.709961,24790.67188,3675.335693,1179.617554,5380.513672,1925.305542,5201.198242,11326.17676
O60885,BRD4,3123.493164,1352.925293,1851.615601,1815.351563,1181.348755,960.6883545,9817.568359,19455.91211,19583.67383,61766.98828,60440.80859,46653.34766,9502.442383,11676.27344,7287.716797,6668.895996,11236.27051,5123.605469
O75116;Q13464,ROCK2;ROCK1,4388.084961,20362.03906,1928.724731,5871.556641,5039.866211,491.7232056,4286.922363,10263.49023,1602.66687,8844.976563,21242.83594,1681.959961,5161.511719,5911.991699,3746.11377,10959.61426,11330.51465,1371.952515
O75367,H2AFY,27994.6875,5709.992676,1547.256958,31645.08984,17866.25586,5726.315918,2072.099365,871.5682373,9403.359375,7822.725586,7083.383789,4418.467285,1560.40332,1405.315186,3494.933594,20679.06641,12089.0293,3531.712891
O75533,SF3B1,14125.50293,14073.82031,11180.9834,15582.78418,8999.451172,12228.79004,3889.817627,7358.144531,4079.125732,4255.616699,6986.754883,8005.337402,3034.645996,6130.295898,5136.299316,2087.410889,2708.029541,7721.141113
O75643,SNRNP200,4751.764648,6184.189941,3080.723145,2040.613525,10784.26172,5001.647949,3929.268555,4269.903809,1767.256348,1937.345825,1913.249512,1634.415771,2884.621338,10271.12305,4279.574219,1543.76416,3661.974121,2620.439941
O75688,PPM1B,4416.303711,5996.824707,17691.07617,1846.744019,3158.432129,9065.402344,4906.754883,4712.271973,9557.071289,4152.565918,3846.790283,4786.075195,2410.60498,2797.130859,7518.015137,1653.061035,13973.18164,5051.586426
O94906,PRPF6,3823.688965,2079.214355,12931.65137,14054.63477,18918.54688,10072.99902,3651.262451,3124.625732,21877.42969,4476.659668,3094.613525,9393.950195,2556.877441,3017.584229,6230.785645,2165.052002,1527.355591,3855.275879
O94952,FBXO21,5915.133789,5237.741211,11927.21191,3353,4589.241211,18542.24609,7187.233887,4682.910645,4110.732422,3228.344482,7261.384766,8716.25293,5980.062012,9742.365234,4684.271973,3612.248535,11109.99121,8112.662109
O95218,ZRANB2,8919.46875,2354.274658,45201.26563,12147.42773,5232.915039,15094.37793,19575.30859,19600.625,55867.22266,51191.57031,25374.66016,57604.72656,60041.52734,79198.45313,24923.39453,39113.5625,9460.152344,87681.29688
O95232,LUC7L3,4994.419922,2500.505859,3855.285156,2596.000488,1826.420654,4062.000732,17234.66016,18513.13281,20096.71289,24615.28906,23589.65625,23844.60547,49202.8125,80409.95313,58464.5625,54774.75,64682.67969,48058.58594
O95391,SLU7,40219.76953,1594.234985,2225.179688,19031.27734,1024.216431,36146.80469,3344.196289,1343.35022,28447.35742,18565.76172,982.8988037,959.2369995,2594.702148,2129.733154,4551.250977,1632.735474,1749.88269,1832.652222
O95400,CD2BP2,67694.02344,26060.33594,54814.02734,51246.47656,30206.67773,26840.40234,31813,12096.45801,25665.55469,21354.66016,18922.79492,20036.11328,9979.675781,20380.47852,6013.986328,1943.073486,23512.89844,11979.82324
O95456,PSMG1,17210.71484,2976.764404,2056.731934,8163.600098,3212.550781,3200.208496,10340.13965,2007.00415,10170.03906,6615.566406,10723.72266,2093.741699,6758.642578,6228.325195,4150.56543,1828.751465,1493.552734,1456.486938
P00338,LDHA,7125.464355,21755.79883,4709.52002,18223.91797,18790.13281,5592.013672,4249.035645,1963.852295,6741.371582,23427.29297,18127.02344,16772.55469,11766.25586,7255.868652,6257.512695,22851.39453,2764.595703,15413.98047
P00367,GLUD1,8173.483398,2789.217773,7083.018555,6651.012695,1729.700928,9380.793945,4199.978516,1321.573242,2496.694824,4287.532715,2119.90332,1845.738281,3124.294922,3976.108643,6431.388184,9784.950195,1072.956787,6021.847656
P00558,PGK1,31896.12891,18372.78906,10368.33789,25926.14453,17944.36914,5957.433105,3734.381836,12764.17383,4336.834961,19602.55078,26634.54297,21972.07227,17791.72852,9791.897461,21488.33984,8211.881836,7082.283203,15420.13086
P00761,SWISS-PROT:P00761|TRYP_PIG,2162381.5,752392.875,1579964.625,718229.75,593546.375,1577781.75,779329.125,393179.9375,878080.875,484470.9375,541842.75,767779.875,640018.9375,372736.5313,881095,885032.625,1005175.375,934848.875
P01857;P0DOX5,IGHG1;,2313.475586,638232.8125,1886.796631,5185.630371,4303.362305,1599.777222,5792.082031,942.5765991,1379.055298,1608.425537,1388.677734,1526.919189,3169.027832,2026.552368,3675.337891,1503.640259,1973.037842,1902.453247
P02533,SWISS-PROT:P02533,22777.76172,145355.375,9442.625,35927.21094,54275.69531,26068.18359,325364.5,47845.16406,31887.28906,13795.30957,18759.07031,8319.005859,118400.3438,18160.36328,37603.47656,7982.217773,17734.96875,32939.67969
P02538,SWISS-PROT:P02538,111724.4375,896434.6875,47885.62891,69506.17969,110502.4922,153183.0313,1619443.625,109441.125,37521.72656,36872.42578,1610.147461,32153.97656,357529.8438,61915.30859,32052.52148,47863.39063,34178.73438,87718.33594
P02545,LMNA,6065.623535,49881.98438,2988.021973,3973.050781,7061.591309,4413.868164,3646.68335,2701.381348,1992.944946,2183.052246,4062.755127,1326.698975,2994.860352,8187.70459,3501.476563,2140.410889,3215.470459,3257.440918
P02662,SWISS-PROT:P02662,12911.99023,35787.57813,19312.36328,9308.420898,6283.167969,24387.66211,6865.430176,2181.584473,18894.11523,3386.975342,48324.73828,813.3890991,24447.85352,38630.00781,6144.081055,327949.8125,23036.27344,5138.884766
P02663,SWISS-PROT:P02663,37306.73828,62200.3125,23567.50586,46299.42188,22464.02734,36055.35938,17975.40234,8616.304688,21038.11328,5582.419434,20168.22461,3028.810303,14914.71094,35566.54688,16784.78516,119920.6563,12727.60156,22432.9082
P02666,SWISS-PROT:P02666,507602.4375,235465.8594,220897.2813,197880.0625,52217.69531,225319.4375,120155.4688,33076.61719,128844.4453,84577,175151.1563,21858.24219,246443.7813,117688.875,39438.96094,243989.8281,115233.5313,141520.7188
P02668,SWISS-PROT:P02668,21076.37891,143599.2656,3098.45874,10644.41797,15004.05176,46756.60547,4106.300293,2169.201172,32042.36328,5033.208984,65980.64844,7405.508301,54838.22266,52219.01172,6224.381836,76482.94531,60784.29297,16212.7627
P02754,SWISS-PROT:P02754,24311.13867,66874.96875,6189.275391,17441.70898,6236.53125,11864.39746,2850.9104,790.5628662,10518.33984,1756.345093,18846.85742,883.6837158,12560.96582,21414.27539,5102.845703,2171.691406,15371.9834,4243.289063
P02768;P02768-1,ALB;SWISS-PROT:P02768-1,39252.53906,57879.79688,52517.57031,50005.09375,48809.40625,27853.41016,13640.67969,19338.84375,21496.62891,47230.27734,63292.54688,59032.92969,15980.10645,51981.66406,25608.8418,27546.07227,2551.375488,88345.79688
P02769,SWISS-PROT:P02769,15326.74805,21987.43945,20902.1543,21260.19922,23207.3125,6428.211914,4526.704102,11021.61035,3760.656738,11154.65625,8719.130859,17061.34766,2994.242188,25396.44922,6576.212891,5505.543945,2677.28125,30108.65625
P02786,TFRC,27866.68945,10720.97656,12830.08984,14808.90625,11477.87598,15075.63965,6634.07373,7372.673828,3895.74707,7893.870605,14129.59668,2491.571045,10592.31641,7733.377441,4721.522949,7773.121094,6720.574707,12839.15918
P04040,CAT,8201.378906,20410.11719,6543.674805,6514.260254,11208.09863,8475.276367,18133.37695,4629.577148,4190.671875,2926.458008,4769.00293,1181.385742,5424.106934,3965.002197,7784.140625,2667.047607,4981.817383,5058.775879
P04075,ALDOA,4953.302246,93519.30469,2554.943848,11411.66699,24970.58398,7529.979004,3214.305176,8287.114258,2655.972168,7600.663086,16257.82227,19151.45898,2480.831543,13187.16211,6966.195313,9444.519531,15294.46094,13694.50586
P04083,ANXA1,3642.893066,6718.171875,8394.273438,6614.414551,2080.641357,5802.845215,4087.871338,2414.815918,2735.345947,5737.220215,4046.912842,2984.970215,2473.033691,5932.762207,5216.141602,5548.821289,3342.905762,4192.488281
P04150,NR3C1,3724.209229,2332.904541,2510.200928,1018.445557,577.2550049,586.2215576,52720.00781,24964.30078,65652.84375,39808.85938,38072.75781,36890.64844,2626.884766,2225.033936,5306.734375,1261.40686,1134.029541,1202.578613
P04259,SWISS-PROT:P04259,41086.04688,178824.7656,10983.90918,41706.52344,45678.60156,15161.17383,554670.125,52224.4375,22796.27148,14019.95508,14160.74512,7586.078125,131971.4063,28137.11719,23506.34375,10316.45508,11727.48438,32140.16211
P04264,SWISS-PROT:P04264,182925.0469,280647.7813,93654.125,347970.2188,333473.5,132225.6094,691761.4375,550363.5,306864.5313,98681.82813,161081.5156,100647.75,359650.375,343521.3438,220548.4688,117140.8906,237367.5625,280142.125
P04406,GAPDH,69533.00781,317903.2813,37967.60938,58777.1875,92639.39844,40253.83203,91212.70313,34826.28516,29538.53125,47829.65625,55922.07422,41817.32813,24389.4375,25106.89258,82402.67969,55458.20313,31233.02148,48554.25
P04792,HSPB1,37935.22656,79963.46875,29836.3125,19612.3125,37367.89844,18322.64258,30083.49219,42910.09375,37559.47656,28459.70508,31419.59375,46039.5625,35567.55859,48216.27344,26227.58398,31656.86719,25796.38867,14752.09863
P04843,RPN1,6449.307617,8346.887695,4646.016113,9234.526367,1763.870117,7098.477051,3846.973145,7105.496094,11074.14941,1831.091553,19562.5293,16695.83789,2861.550293,13874.56055,6044.823242,1138.80127,1948.195313,15201.4375
P05089,ARG1,3918.821045,168552.1563,26217.7207,23027.13477,24419.76758,30534.5918,128125.8594,2129.333496,14854.83398,5321.314453,18384.42188,4207.138184,30224.68359,3024.595459,5397.833008,1938.672119,6369.202637,1889.994751
P05109,S100A8,69550.96875,683132.4375,31358.08984,29527.0625,2344.050537,1679.069702,40386.03906,1708.70105,14497.07031,21067.59961,23948.44922,908.7277222,12057.3125,5088.422852,3557.882568,3746.466064,13791.60742,29216.13477
P05141,SLC25A5,40198.03125,27801.95703,14054.4375,37527.61328,28181.60156,24556.54102,35871.37109,28311.74609,24853.10547,32645.24609,31532.21289,15405.69922,17640.07813,31138.89648,6282.274902,39723.5,26715.91797,25183.13281
P05204,HMGN2,4732.321289,27494.22266,11454.59473,4124.995605,32957.95703,26597.94531,32038.22656,44497.09766,30831.63086,13879.4375,10457.47949,58888.13672,43206.66797,29945.73633,24629.16016,13298.51563,35043.38281,34465.69531
P05787,SWISS-PROT:P05787,456664.4063,9071.775391,2758.301025,295085.4375,213464.8281,154273.0313,6271082.5,10080.5332,3543.910889,159786,1100.7323,6140.277832,45023.96875,14412.35938,3634.376953,949.5058594,18616.79102,1391.938965
P06493,CDK1,2300.597656,1242.131226,1286.914795,3269.657471,3955.561035,3251.739746,2290.083252,1746.324341,1003.715515,1875.964722,2767.276123,1070.609741,1689.131958,8828.133789,7425.734863,4096.089355,3822.657959,3106.723877
P06576,ATP5F1B,18249.03906,14037.25488,19518.00781,17467.89258,2390.525635,17720.61133,6530.251953,28424.43555,29863.36719,32919.01563,29737.51953,18786.02344,21206.21875,28105.42773,7358.921387,2527.824707,34383.56641,23665.88281
P06702,S100A9,26899.62109,973640.0625,24214.61719,12262.54297,1398.800049,786.6321411,17758.94727,1626.837891,10394.31836,7704.092285,8105.566406,863.3299561,9373.799805,6390.506348,4980.837891,2686.956055,10796.61133,16119.32422
P06733,ENO1,46129.66406,113282.7188,23245.35938,26650.92578,14292.55078,26479.55859,4688.660156,7622.707031,2520.519531,14727.65332,37993.6875,25393.48047,6810.905273,7782.52002,3173.162109,2581.19043,3989.737305,20505.32227
P06737,PYGL,30594.27148,1737.630859,15528.29102,8629.53418,4180.523438,13244.66602,10079.07617,2617.494385,1731.63269,7673.035156,6120.994629,5744.006836,2368.628906,5223.259766,5483.298828,4574.34082,1052.089355,4780.714844
P07195,LDHB,85909.49219,44684.49609,43757.80469,51499.04688,40626.39844,14188.83105,50757.87891,25092.36719,35830.25781,46626.99219,55602.77344,36308.35547,64368.58984,31352.74219,57894.45703,60409.26172,1576.491699,44315.88672
P07237,P4HB,9543.532227,15700.22266,4492.843262,17802.95508,13216.35938,4469.930176,5593.880859,2890.672852,11622.35742,23249.55273,8034.423828,15319.65625,2624.810791,5119.976563,6653.606445,3964.166748,5321.619629,2594.41748
P07339,CTSD,8577.695313,231553.1563,5673.889648,4628.88623,3488.787109,5045.220215,23546.57227,8946.246094,2491.515625,1964.598145,1286.425659,1008.829346,2905.122559,1839.87085,3994.782715,1474.945435,1457.582642,5272.360352
P07355,ANXA2,36460.72266,57748.01563,40293.30859,50843.85938,22414.81445,36470.8125,33650.98438,12474.40625,16394.17188,29916.56445,28728.17188,29846.01367,10429.83594,11223.79297,12475.54492,18340.49414,20877.9375,27372.625
P07437,TUBB,37203.15625,25299.34766,27690.06055,19113.19727,18508.92969,34748.85156,18476.52148,23696.05078,31033.21094,16628.33594,29430.00781,19885.10938,27502.25781,32704.66211,18577.08594,33410.21875,56939.57031,23200.07617
P07737,PFN1,8388.194336,17870.96875,2642.846436,13659.6123,8177.79834,1022.737915,3353.751953,10942.89258,1853.287354,18370.82227,14874.50781,17896.90625,2595.956055,9185.34082,5168.220215,4987.737793,4712.916992,2378.998779
P07900,HSP90AA1,4672.614258,7347.556152,8945.894531,7193.707031,9443.611328,12316.0752,5041.517578,15265.90039,4097.036133,20017.59375,16712.18359,9787.555664,15544.43164,31612.90039,17366.96094,31220.6875,15037.19043,17072.23828
P07910,HNRNPC,19590.65234,22254.73047,25971.54297,20743.07813,25611.33594,26302.43164,6362.275879,36472.39063,14500.57227,19914.80859,27158.51172,23737.08984,8223.889648,43429.11719,6733.817383,36533.56641,12677.94238,12177.49902
P08195,SLC3A2,3642.994873,8001.856934,8177.923828,15692.65723,9461.895508,10060.20996,26855.61914,19921.31445,10137.1709,32343.29102,29507.85547,17264,22918.86719,26171.89648,6373.084961,52358.49609,54839.81641,10624.07031
P08238,HSP90AB1,37185.49219,22483.30469,9654.091797,27227.70117,16744.60547,20351.38867,28387.02734,12201.9707,14968.57617,29939.90039,27735.71875,20722.69141,39883.96875,51358.03516,25186.11719,26463.99219,29355.58008,28693.99023
P08574,CYC1,3082.059082,4922.953125,2490.250732,8882.992188,8347.980469,14658.31445,3197.395996,21611.28906,2812.700195,21406.90039,6573.163086,13416.28711,2222.360596,1877.683838,5756.084473,1386.404907,4366.503906,2059.299072
P08621,SNRNP70,5691.412109,8072.115723,11420.4043,18412.09375,13247.79785,24730.38086,5263.796387,16149.6709,21381.32031,34077.85156,23491.24219,45807.53125,13930.65625,19021.78125,5775.457031,19861.16797,24157.58984,28904.43359
P08670,VIM,22168.10547,70932.92188,13821.29688,9809.572266,12374.47461,12468.0332,145576.6094,691.3912354,5031.596191,1244.946411,8017.434082,39953.23438,15633.1875,2970.847168,22164.38477,2227.634277,4107.725098,2464.348145
P08758,ANXA5,99245.13281,63026.71875,23247.65625,34879.41016,7463.641602,21071.4668,27736.92578,2525.176514,12402.32031,16459.99805,39034.99609,38800.46875,5014.857422,15325.39746,31293.96875,56563.92969,19276.44727,17045.86328
P08779,SWISS-PROT:P08779,4667.078125,28909.66797,2685.723389,8826.664063,11229.20117,15618.75195,280474.9375,11314.91016,7441.512695,2304.346191,1415.358765,1615.529541,122396.7344,2695.473633,7252.908691,1883.917236,2160.781738,7912.749512
P08865,RPSA,22088.80859,12733.71484,17318.77148,14758.8877,26874.46484,28147.68164,2313.845215,1640.42041,1947.547852,3587.805176,3912.936768,4829.347656,2628.191162,1498.347656,5353.265625,8271.141602,9022.81543,2303.960449
P09211,GSTP1,3677.992188,6203.645508,2616.663574,9213.072266,955.5824585,925.8168945,3241.695068,1111.78894,4992.57959,7889.628418,5518.001953,13577.56348,6770.533203,2730.342773,4957.498535,2314.151367,1737.762207,5239.388672
P09382,LGALS1,72680.26563,55420.85547,53641.75,31054.54297,35451.72656,8329.711914,48496.64844,56623.875,38138.61719,31204.14063,26948.02344,19488.10547,39811.86328,63306.70313,48427.66406,44626.04688,41483.91406,11519.83594
P09429,HMGB1,2671.076904,2701.460205,3950.242188,2210.961914,1020.384155,7488.132813,2106.817627,4084.553467,7457.194824,13200.17383,3561.39624,18134.61523,1588.130127,22413.80859,8962.896484,4274.902832,15999.90625,30760.36914
